C#_MPF Go_MPF Java_MPF JS_MPF PHP_MPF PY_MPF Ruby_MPF C#_MRSS Go_MRSS Java_MRSS JS_MRSS PHP_MRSS PY_MRSS Ruby_MRSS C#_VCS Go_VCS Java_VCS JS_VCS PHP_VCS PY_VCS Ruby_VCS
77790 215826 96769 99633 41981094 7269 5249 91212 117696 340620 406968 28364 26832 21432 25378 135233 127045 1083 470302 20154 40293
77848 215843 96130 99853 41941144 7273 5229 90904 118008 329188 407528 28364 26840 21724 25482 143159 126777 1105 470525 20154 40292
77746 215176 93858 100210 41980464 7283 5254 90844 117828 331860 408280 28364 26528 21604 25868 132552 126779 1219 471863 20154 40278
77609 217976 99008 99799 41961171 7278 5240 90940 117908 333136 407268 28364 26700 21552 25377 144361 127591 1072 470119 20164 40262
77728 216859 91021 99863 41961502 7271 5229 90712 117892 316884 407608 28364 26672 21556 25417 137972 122824 1140 470208 20150 40287
77794 216661 92302 99904 41901091 7278 5232 90920 117804 315756 410096 28364 26844 21392 25931 139580 125521 1136 470559 20163 40281
77513 218354 91572 99866 41961033 7275 5248 90612 117884 317448 407240 28364 26676 21688 25670 130380 124830 1112 469786 20168 40284
77624 216591 95519 99911 41900750 7268 5235 90856 117956 333580 407804 28364 26808 21556 25853 138216 128245 1106 470758 20166 40283
77212 217249 97923 99938 41940916 7280 5239 91284 117820 337172 408132 28364 26680 21664 25798 138557 126477 1099 471329 20144 40287
77665 217528 98442 99949 41961818 7274 5240 90888 117900 333472 408104 28364 26724 21732 25822 133661 126329 1148 468787 20156 40280
77523 215013 95367 99861 41940440 7279 5239 90744 117904 335880 407232 28364 26840 21552 25394 130164 126065 1149 470355 20135 40292
78019 215637 97833 99976 41922063 7278 5231 90948 117816 331412 408176 28364 26836 21548 25815 136179 124077 1115 470093 20163 40266
76872 216160 97984 99699 41920801 7276 5244 90804 117912 327408 407528 28364 26792 21728 25775 137121 128393 1146 470825 20163 40278
77963 215747 96169 99913 41901910 7280 5235 90932 117872 329352 408244 28364 26940 21540 25317 137797 124654 1131 470900 20157 40289
77799 216450 95367 99865 41941610 7267 5246 90668 117860 314308 407484 28364 26832 21672 25848 135715 126791 1116 470234 20163 40292
77734 217779 91816 99938 41881123 7280 5232 90956 117916 326808 408432 28364 26840 21412 25819 141159 124189 1117 469994 20148 40289
77842 215038 97274 99666 41941010 7276 5257 90940 118056 331940 407196 28364 26528 21460 25319 140580 125764 1107 469298 20154 40269
77440 216178 96700 99735 41900662 7279 5243 90840 117908 335132 407588 28364 26524 21420 25362 132312 126509 1119 469397 20160 40216
77715 217039 96962 99949 41920397 7282 5243 91040 117916 333536 407312 28364 26940 21596 25560 135515 126753 1145 469456 20160 40278
77665 217039 94122 99836 41941299 7284 5242 90892 117924 325476 407404 28364 26708 21488 25303 135380 127670 1025 469615 20164 40304
77581 216251 91676 99860 41920602 7274 5256 91028 117788 331344 407484 28364 26804 21688 25337 141886 121337 1142 469889 20155 40295
77715 217713 97697 100007 41961431 7281 5240 91108 117768 333812 408132 28364 26796 21680 25832 129488 125694 1125 469634 20158 40288
77592 218557 91648 99617 41921021 7288 5233 90816 117936 316636 407184 28364 26684 21444 25403 132660 124746 1167 469048 20171 40305
77571 214893 106202 99634 41920732 7281 5235 90908 117832 377828 407028 28364 26944 21524 25455 134360 127058 1181 470242 20149 40278
77684 216365 96804 99769 41941447 7279 5238 91088 118152 333028 407280 28364 26868 21588 25408 131969 125095 1142 470251 20168 40297
77621 215729 93674 100103 41901513 7274 5258 90656 117860 328932 407756 28364 26708 21708 25542 141701 125976 1107 468972 20157 40235
77495 216427 93064 100043 41940834 7279 5238 90920 118104 326836 408028 28364 26812 21724 25354 135392 126201 1088 470568 20160 40280
77875 217502 98362 99776 41920229 7270 5245 90628 117704 329612 409112 28364 26836 21428 25910 141402 128243 1114 471076 20159 40225
77665 216335 97364 99964 41900815 7281 5235 90880 118036 331084 408424 28364 26704 21444 25424 137758 125913 1127 469304 20150 40284
77797 215389 99206 99887 41920620 7284 5235 90924 117884 326312 408056 28364 26932 21740 25319 131119 124493 1153 467506 20164 40283
77801 217438 93971 99985 41921089 7282 5245 91108 117968 326248 408632 28364 26760 21724 25794 135387 124727 1125 468968 20168 40297
78131 218108 96349 99788 41920985 7286 5244 90984 117876 341852 407368 28364 26536 21684 25468 142381 127612 1132 469887 20157 40281
77817 215797 93842 99970 41921147 7279 5241 90816 117920 326732 407352 28364 26580 21728 25444 133344 123520 1094 470077 20165 40296
77703 216322 93405 99732 41941487 7281 5254 90840 117828 322520 408992 28364 26680 21404 25982 129204 122766 1129 469421 20147 40290
77665 214850 96735 99815 41920803 7281 5249 90564 117852 329708 408056 28364 26740 21564 25934 137765 127578 1133 468253 20160 40284
77872 218202 94607 99468 41940997 7276 5245 90656 117916 332092 405664 28364 26712 21604 25440 136338 125619 1133 469942 20173 40283
77910 215742 99493 99827 41981176 7276 5245 90976 117784 332748 407380 28364 26840 21540 25824 127611 125497 1076 469350 20151 40291
