C#_MPF Go_MPF Java_MPF JS_MPF PHP_MPF PY_MPF Ruby_MPF C#_MRSS Go_MRSS Java_MRSS JS_MRSS PHP_MRSS PY_MRSS Ruby_MRSS C#_VCS Go_VCS Java_VCS JS_VCS PHP_VCS PY_VCS Ruby_VCS
81613 54294 94253 86461 51765 4387 5736 91612 156964 326012 356620 58976 27204 23412 165614 137410 119954 579 42025 270455 43001
81641 52947 90946 87203 53585 4393 5725 92032 167936 327692 358404 59544 27388 23296 168837 138576 123490 623 42246 266881 42976
81676 55525 92062 86625 53647 4390 5744 92184 161420 337652 356756 59248 27152 23464 166268 134943 118314 599 42259 252436 42210
81339 56088 89523 86697 51332 4391 5733 92032 161456 332112 356720 47512 27116 23340 168346 137306 121352 568 41975 267921 42409
81823 55588 89535 86604 53796 4389 5763 92224 161528 324784 355820 59788 27216 23716 173066 138543 123967 578 42222 286429 41789
82208 55992 86075 86472 51289 4387 5724 92220 162096 315320 356296 47028 27236 23580 167951 136148 121880 576 42010 261545 42463
81811 55290 90576 86737 51310 4390 5743 92156 157152 328876 357352 47404 27244 23280 170208 132998 117806 622 41888 289094 42001
81919 54497 87976 86437 51285 4389 5753 92260 161348 314936 356516 47008 27292 23472 169333 136164 122361 575 41868 278867 42171
81422 55512 84797 86575 51757 4385 5741 92056 161440 306840 357156 59060 26920 23404 168241 137820 120951 602 41971 262728 42294
81151 56574 89333 87737 53606 4390 5764 92228 161476 333044 359508 59396 27208 23704 166517 139821 120728 653 42199 279741 42467
81660 55698 88504 87061 51313 4395 5760 91952 161400 332976 359112 47324 27020 23688 167980 137649 122059 646 41925 252860 42631
81694 56269 88166 86992 51290 4387 5730 91888 161440 320112 358008 47036 26792 23520 168052 138371 123934 672 41896 281517 42329
81525 55207 91355 87392 51363 4393 5724 92036 161872 337760 359080 47648 27228 23644 166953 141057 121145 596 41986 275876 42210
81922 57024 90819 87498 51829 4338 5737 92004 161908 327448 360664 59164 27240 23464 167272 135565 120632 602 41900 274316 42263
81717 54860 90910 86295 51346 4389 5747 92020 161536 325484 356124 47584 26800 23332 166937 136471 114495 552 41946 264061 42186
81986 56629 86504 87254 51791 4390 5735 92348 162140 316880 359760 59160 27192 23332 168728 135937 122968 621 42059 263980 42258
81623 55291 93582 86775 51755 4386 5727 92156 161408 343936 356852 59148 27204 23352 167043 140578 121013 572 42047 252234 42528
81904 55785 92340 86761 53570 4337 5744 91968 161528 334860 356428 59232 27000 23700 165524 134525 121777 612 42307 271774 42201
82202 54515 85082 86357 51289 4395 5743 92144 157956 313176 356304 46984 27008 23476 168300 135921 120990 584 41880 251731 41872
81653 55645 97301 87044 51351 4387 5728 91740 161448 355620 358972 47708 27140 23564 168897 135243 116570 615 41854 267180 41876
81631 55613 86967 86793 51304 4388 5726 92124 156884 311788 357716 47228 26988 23332 166647 135431 122674 563 41952 248617 42033
81738 56708 91390 87354 51303 4387 5747 92188 161780 322072 358312 47444 27008 23344 166500 139996 121617 635 41882 266390 42738
81614 56128 93892 86451 51907 4385 5750 91920 161428 342980 356068 59624 27284 23388 166246 137455 122565 590 41959 256613 42788
81842 56186 90329 87374 51307 4395 5735 92296 156988 333944 359192 47292 27020 23276 166960 140351 121691 580 41963 262430 41863
81708 57402 89184 87467 53524 4387 5753 92164 161264 327548 360540 59448 27288 23364 170357 136937 121702 564 42124 272374 43253
81451 57145 90291 87776 51345 4391 5739 92060 161040 333248 360324 47620 27248 23432 171466 135568 118434 610 43155 252179 42208
81444 57050 89378 86616 53482 4391 5744 92172 161844 332140 356756 59164 27128 23288 166216 137605 123793 607 42281 261441 42676
81585 55862 94592 86433 51349 4393 5739 91960 161528 326024 356428 47708 27408 23356 167336 139834 119408 601 41873 251936 41886
81395 55113 91612 87196 53519 4388 5733 92092 161300 326924 359140 59652 27388 23560 167878 135691 120249 550 42167 246475 42637
81702 55761 93556 86173 53513 4393 5743 91988 161408 336456 354612 59140 27228 23288 170564 133001 119910 585 42303 290809 42174
81091 55631 89761 87244 51289 4392 5725 92132 156996 336096 357784 46876 27008 23428 165594 140169 122134 559 41904 251884 42378
80918 55744 89898 87014 51273 4361 5750 91880 161380 322136 357140 46908 26780 23312 167590 138210 123895 596 41844 246775 43391
81371 53896 90531 86911 51838 4387 5737 92104 157012 331160 357888 58924 27032 23600 165732 134663 115408 633 41914 268888 42480
